Wildcard,File,XPATH
@@NEWAUP15_75@@,OutputFile,NewAuLProp[4|15]
@@NEWAUP15_95@@,OutputFile,NewAuLProp[5|15]
@@NEWAUP15_MU@@,OutputFile,NewAuLProp[6|15]
@@NEWAUP15_VOL@@,OutputFile,NewAuLProp[7|15]
@@NEWAUP25_5@@,OutputFile,NewAuLProp[1|25]
@@NEWAUP25_25@@,OutputFile,NewAuLProp[2|25]
@@NEWAUP25_50@@,OutputFile,NewAuLProp[3|25]
@@NEWAUP25_75@@,OutputFile,NewAuLProp[4|25]
@@NEWAUP25_95@@,OutputFile,NewAuLProp[5|25]
@@NEWAUP25_MU@@,OutputFile,NewAuLProp[6|25]
@@NEWAUP25_VOL@@,OutputFile,NewAuLProp[7|25]
@@NEWAUP30_5@@,OutputFile,NewAuLProp[1|30]
@@NEWAUP30_25@@,OutputFile,NewAuLProp[2|30]
@@NEWAUP30_50@@,OutputFile,NewAuLProp[3|30]
@@NEWAUP30_75@@,OutputFile,NewAuLProp[4|30]
@@NEWAUP30_95@@,OutputFile,NewAuLProp[5|30]
@@NEWAUP30_MU@@,OutputFile,NewAuLProp[6|30]
@@NEWAUP30_VOL@@,OutputFile,NewAuLProp[7|30]
@@OLDAUPPERCENTILE@@,,
@@OLDAUPHIST@@,,
@@NEWAUPPERCENTILE@@,,
@@NEWAUPHIST@@,,
@@OLDAUDPP12@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//ProbabilityState2State1
@@OLDAUDPP21@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//ProbabilityState2State1
@@OLDAUDPMU1@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//MeanReturnState1
@@OLDAUDPSIGMA1@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//VolatilityState1
@@OLDAUDPMU2@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//MeanReturnState2
@@OLDAUDPSIGMA2@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//ProbabilityState1State2
@@NEWAUDPP12@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUDPP21@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUDPMU1@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//MeanReturnState1
@@NEWAUDPSIGMA1@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//VolatilityState1
@@NEWAUDPMU2@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//MeanReturnState2
@@NEWAUDPSIGMA2@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='Australian Direct Property']//volatility_model_id|//Model[Name='Australian Direct Property']//VolatilityModelId]//ProbabilityState1State2
@@OLDAUDPY0@@,OldCalibFile,
@@OLDAUDPYMU@@,OldCalibFile,
@@OLDAUDPYALPHA@@,OldCalibFile,
@@OLDAUDPYSIGMA@@,OldCalibFile,
@@NEWAUDPY0@@,NewCalibFile,
@@NEWAUDPYMU@@,NewCalibFile,
@@NEWAUDPYALPHA@@,NewCalibFile,
@@NEWAUDPYSIGMA@@,NewCalibFile,
@@OLDAUDP1_5@@,OutputFile,OldAuDProp[1|1]
@@OLDAUDP1_25@@,OutputFile,OldAuDProp[2|1]
@@OLDAUDP1_50@@,OutputFile,OldAuDProp[3|1]
@@OLDAUDP1_75@@,OutputFile,OldAuDProp[4|1]
@@OLDAUDP1_95@@,OutputFile,OldAuDProp[5|1]
@@OLDAUDP1_MU@@,OutputFile,OldAuDProp[6|1]
@@OLDAUDP1_VOL@@,OutputFile,OldAuDProp[7|1]
@@OLDAUDP5_5@@,OutputFile,OldAuDProp[1|5]
@@OLDAUDP5_25@@,OutputFile,OldAuDProp[2|5]
@@OLDAUDP5_50@@,OutputFile,OldAuDProp[3|5]
@@OLDAUDP5_75@@,OutputFile,OldAuDProp[4|5]
@@OLDAUDP5_95@@,OutputFile,OldAuDProp[5|5]
@@OLDAUDP5_MU@@,OutputFile,OldAuDProp[6|5]
@@OLDAUDP5_VOL@@,OutputFile,OldAuDProp[7|5]
@@OLDAUDP10_5@@,OutputFile,OldAuDProp[1|10]
@@OLDAUDP10_25@@,OutputFile,OldAuDProp[2|10]
@@OLDAUDP10_50@@,OutputFile,OldAuDProp[3|10]
@@OLDAUDP10_75@@,OutputFile,OldAuDProp[4|10]
@@OLDAUDP10_95@@,OutputFile,OldAuDProp[5|10]
@@OLDAUDP10_MU@@,OutputFile,OldAuDProp[6|10]
@@OLDAUDP10_VOL@@,OutputFile,OldAuDProp[7|10]
@@OLDAUDP15_5@@,OutputFile,OldAuDProp[1|15]
@@OLDAUDP15_25@@,OutputFile,OldAuDProp[2|15]
@@OLDAUDP15_50@@,OutputFile,OldAuDProp[3|15]
@@OLDAUDP15_75@@,OutputFile,OldAuDProp[4|15]
@@OLDAUDP15_95@@,OutputFile,OldAuDProp[5|15]
@@OLDAUDP15_MU@@,OutputFile,OldAuDProp[6|15]
@@OLDAUDP15_VOL@@,OutputFile,OldAuDProp[7|15]
@@OLDAUDP25_5@@,OutputFile,OldAuDProp[1|25]
@@OLDAUDP25_25@@,OutputFile,OldAuDProp[2|25]
@@OLDAUDP25_50@@,OutputFile,OldAuDProp[3|25]
@@OLDAUDP25_75@@,OutputFile,OldAuDProp[4|25]
@@OLDAUDP25_95@@,OutputFile,OldAuDProp[5|25]
@@OLDAUDP25_MU@@,OutputFile,OldAuDProp[6|25]
@@OLDAUDP25_VOL@@,OutputFile,OldAuDProp[7|25]
@@OLDAUDP30_5@@,OutputFile,OldAuDProp[1|30]
@@OLDAUDP30_25@@,OutputFile,OldAuDProp[2|30]
@@OLDAUDP30_50@@,OutputFile,OldAuDProp[3|30]
@@OLDAUDP30_75@@,OutputFile,OldAuDProp[4|30]
@@OLDAUDP30_95@@,OutputFile,OldAuDProp[5|30]
@@OLDAUDP30_MU@@,OutputFile,OldAuDProp[6|30]
@@OLDAUDP30_VOL@@,OutputFile,OldAuDProp[7|30]
@@NEWAUDP1_5@@,OutputFile,NewAuDProp[1|1]
@@NEWAUDP1_25@@,OutputFile,NewAuDProp[2|1]
@@NEWAUDP1_50@@,OutputFile,NewAuDProp[3|1]
@@NEWAUDP1_75@@,OutputFile,NewAuDProp[4|1]
@@NEWAUDP1_95@@,OutputFile,NewAuDProp[5|1]
@@NEWAUDP1_MU@@,OutputFile,NewAuDProp[6|1]
@@NEWAUDP1_VOL@@,OutputFile,NewAuDProp[7|1]
@@NEWAUDP5_5@@,OutputFile,NewAuDProp[1|5]
@@NEWAUDP5_25@@,OutputFile,NewAuDProp[2|5]
@@NEWAUDP5_50@@,OutputFile,NewAuDProp[3|5]
@@NEWAUDP5_75@@,OutputFile,NewAuDProp[4|5]
@@NEWAUDP5_95@@,OutputFile,NewAuDProp[5|5]
@@NEWAUDP5_MU@@,OutputFile,NewAuDProp[6|5]
@@NEWAUDP5_VOL@@,OutputFile,NewAuDProp[7|5]
@@NEWAUDP10_5@@,OutputFile,NewAuDProp[1|10]
@@NEWAUDP10_25@@,OutputFile,NewAuDProp[2|10]
@@NEWAUDP10_50@@,OutputFile,NewAuDProp[3|10]
@@NEWAUDP10_75@@,OutputFile,NewAuDProp[4|10]
@@NEWAUDP10_95@@,OutputFile,NewAuDProp[5|10]
@@NEWAUDP10_MU@@,OutputFile,NewAuDProp[6|10]
@@NEWAUDP10_VOL@@,OutputFile,NewAuDProp[7|10]
@@NEWAUDP15_5@@,OutputFile,NewAuDProp[1|15]
@@NEWAUDP15_25@@,OutputFile,NewAuDProp[2|15]
@@NEWAUDP15_50@@,OutputFile,NewAuDProp[3|15]
@@NEWAUDP15_75@@,OutputFile,NewAuDProp[4|15]
@@NEWAUDP15_95@@,OutputFile,NewAuDProp[5|15]
@@NEWAUDP15_MU@@,OutputFile,NewAuDProp[6|15]
@@NEWAUDP15_VOL@@,OutputFile,NewAuDProp[7|15]
@@NEWAUDP25_5@@,OutputFile,NewAuDProp[1|25]
@@NEWAUDP25_25@@,OutputFile,NewAuDProp[2|25]
@@NEWAUDP25_50@@,OutputFile,NewAuDProp[3|25]
@@NEWAUDP25_75@@,OutputFile,NewAuDProp[4|25]
@@NEWAUDP25_95@@,OutputFile,NewAuDProp[5|25]
@@NEWAUDP25_MU@@,OutputFile,NewAuDProp[6|25]
@@NEWAUDP25_VOL@@,OutputFile,NewAuDProp[7|25]
@@NEWAUDP30_5@@,OutputFile,NewAuDProp[1|30]
@@NEWAUDP30_25@@,OutputFile,NewAuDProp[2|30]
@@NEWAUDP30_50@@,OutputFile,NewAuDProp[3|30]
@@NEWAUDP30_75@@,OutputFile,NewAuDProp[4|30]
@@NEWAUDP30_95@@,OutputFile,NewAuDProp[5|30]
@@NEWAUDP30_MU@@,OutputFile,NewAuDProp[6|30]
@@NEWAUDP30_VOL@@,OutputFile,NewAuDProp[7|30]
@@OLDAUDPPERCENTILE@@,,
@@OLDAUDPHIST@@,,
@@NEWAUDPPERCENTILE@@,,
@@NEWAUDPHIST@@,,
@@OLDINTAHP12@@,OldCalibFile,//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//ProbabilityState2State1
@@OLDINTAHP21@@,OldCalibFile,//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//ProbabilityState2State1
@@OLDINTAHMU1@@,OldCalibFile,//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//MeanReturnState1
@@OLDINTAHSIGMA1@@,OldCalibFile,//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//VolatilityState1
@@OLDINTAHMU2@@,OldCalibFile,//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//MeanReturnState2
@@OLDINTAHSIGMA2@@,OldCalibFile,//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//ProbabilityState1State2
@@NEWINTAHP12@@,NewCalibFile,//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//ProbabilityState2State1
@@NEWINTAHP21@@,NewCalibFile,//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//ProbabilityState2State1
@@NEWINTAHMU1@@,NewCalibFile,//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//MeanReturnState1
@@NEWINTAHSIGMA1@@,NewCalibFile,//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//VolatilityState1
@@NEWINTAHMU2@@,NewCalibFile,//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//MeanReturnState2
@@NEWINTAHSIGMA2@@,NewCalibFile,//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='International Alternatives']//volatility_model_id|//Model[Name='International Alternatives']//VolatilityModelId]//ProbabilityState1State2
@@OLDINTAHY0@@,OldCalibFile,
@@OLDINTAHYMU@@,OldCalibFile,
@@OLDINTAHYALPHA@@,OldCalibFile,
@@OLDINTAHYSIGMA@@,OldCalibFile,
@@NEWINTAHY0@@,NewCalibFile,
@@NEWINTAHYMU@@,NewCalibFile,
@@NEWINTAHYALPHA@@,NewCalibFile,
@@NEWINTAHYSIGMA@@,NewCalibFile,
@@OLDINTAH1_5@@,OutputFile,OldAltInt[1|1]
@@OLDINTAH1_25@@,OutputFile,OldAltInt[2|1]
@@OLDINTAH1_50@@,OutputFile,OldAltInt[3|1]
@@OLDINTAH1_75@@,OutputFile,OldAltInt[4|1]
@@OLDINTAH1_95@@,OutputFile,OldAltInt[5|1]
@@OLDINTAH1_MU@@,OutputFile,OldAltInt[6|1]
@@OLDINTAH1_VOL@@,OutputFile,OldAltInt[7|1]
@@OLDINTAH5_5@@,OutputFile,OldAltInt[1|5]
@@OLDINTAH5_25@@,OutputFile,OldAltInt[2|5]
@@OLDINTAH5_50@@,OutputFile,OldAltInt[3|5]
@@OLDINTAH5_75@@,OutputFile,OldAltInt[4|5]
@@OLDINTAH5_95@@,OutputFile,OldAltInt[5|5]
@@OLDINTAH5_MU@@,OutputFile,OldAltInt[6|5]
@@OLDINTAH5_VOL@@,OutputFile,OldAltInt[7|5]
@@OLDINTAH10_5@@,OutputFile,OldAltInt[1|10]
@@OLDINTAH10_25@@,OutputFile,OldAltInt[2|10]
@@OLDINTAH10_50@@,OutputFile,OldAltInt[3|10]
@@OLDINTAH10_75@@,OutputFile,OldAltInt[4|10]
@@OLDINTAH10_95@@,OutputFile,OldAltInt[5|10]
@@OLDINTAH10_MU@@,OutputFile,OldAltInt[6|10]
@@OLDINTAH10_VOL@@,OutputFile,OldAltInt[7|10]
@@OLDINTAH15_5@@,OutputFile,OldAltInt[1|15]
@@OLDINTAH15_25@@,OutputFile,OldAltInt[2|15]
@@OLDINTAH15_50@@,OutputFile,OldAltInt[3|15]
@@OLDINTAH15_75@@,OutputFile,OldAltInt[4|15]
@@OLDINTAH15_95@@,OutputFile,OldAltInt[5|15]
@@OLDINTAH15_MU@@,OutputFile,OldAltInt[6|15]
@@OLDINTAH15_VOL@@,OutputFile,OldAltInt[7|15]
@@OLDINTAH25_5@@,OutputFile,OldAltInt[1|25]
@@OLDINTAH25_25@@,OutputFile,OldAltInt[2|25]
@@OLDINTAH25_50@@,OutputFile,OldAltInt[3|25]
@@OLDINTAH25_75@@,OutputFile,OldAltInt[4|25]
@@OLDINTAH25_95@@,OutputFile,OldAltInt[5|25]
@@OLDINTAH25_MU@@,OutputFile,OldAltInt[6|25]
@@OLDINTAH25_VOL@@,OutputFile,OldAltInt[7|25]
@@OLDINTAH30_5@@,OutputFile,OldAltInt[1|30]
@@OLDINTAH30_25@@,OutputFile,OldAltInt[2|30]
@@OLDINTAH30_50@@,OutputFile,OldAltInt[3|30]
@@OLDINTAH30_75@@,OutputFile,OldAltInt[4|30]
@@OLDINTAH30_95@@,OutputFile,OldAltInt[5|30]
@@OLDINTAH30_MU@@,OutputFile,OldAltInt[6|30]
@@OLDINTAH30_VOL@@,OutputFile,OldAltInt[7|30]
@@NEWINTAH1_5@@,OutputFile,NewAltInt[1|1]
@@NEWINTAH1_25@@,OutputFile,NewAltInt[2|1]
@@NEWINTAH1_50@@,OutputFile,NewAltInt[3|1]
@@NEWINTAH1_75@@,OutputFile,NewAltInt[4|1]
@@NEWINTAH1_95@@,OutputFile,NewAltInt[5|1]
@@NEWINTAH1_MU@@,OutputFile,NewAltInt[6|1]
@@NEWINTAH1_VOL@@,OutputFile,NewAltInt[7|1]
@@NEWINTAH5_5@@,OutputFile,NewAltInt[1|5]
@@NEWINTAH5_25@@,OutputFile,NewAltInt[2|5]
@@NEWINTAH5_50@@,OutputFile,NewAltInt[3|5]
@@NEWINTAH5_75@@,OutputFile,NewAltInt[4|5]
@@NEWINTAH5_95@@,OutputFile,NewAltInt[5|5]
@@NEWINTAH5_MU@@,OutputFile,NewAltInt[6|5]
@@NEWINTAH5_VOL@@,OutputFile,NewAltInt[7|5]
@@NEWINTAH10_5@@,OutputFile,NewAltInt[1|10]
@@NEWINTAH10_25@@,OutputFile,NewAltInt[2|10]
@@NEWINTAH10_50@@,OutputFile,NewAltInt[3|10]
@@NEWINTAH10_75@@,OutputFile,NewAltInt[4|10]
@@NEWINTAH10_95@@,OutputFile,NewAltInt[5|10]
@@NEWINTAH10_MU@@,OutputFile,NewAltInt[6|10]
@@NEWINTAH10_VOL@@,OutputFile,NewAltInt[7|10]
@@NEWINTAH15_5@@,OutputFile,NewAltInt[1|15]
@@NEWINTAH15_25@@,OutputFile,NewAltInt[2|15]
@@NEWINTAH15_50@@,OutputFile,NewAltInt[3|15]
@@NEWINTAH15_75@@,OutputFile,NewAltInt[4|15]
@@NEWINTAH15_95@@,OutputFile,NewAltInt[5|15]
@@NEWINTAH15_MU@@,OutputFile,NewAltInt[6|15]
@@NEWINTAH15_VOL@@,OutputFile,NewAltInt[7|15]
@@NEWINTAH25_5@@,OutputFile,NewAltInt[1|25]
@@NEWINTAH25_25@@,OutputFile,NewAltInt[2|25]
@@NEWINTAH25_50@@,OutputFile,NewAltInt[3|25]
@@NEWINTAH25_75@@,OutputFile,NewAltInt[4|25]
@@NEWINTAH25_95@@,OutputFile,NewAltInt[5|25]
@@NEWINTAH25_MU@@,OutputFile,NewAltInt[6|25]
@@NEWINTAH25_VOL@@,OutputFile,NewAltInt[7|25]
@@NEWINTAH30_5@@,OutputFile,NewAltInt[1|30]
@@NEWINTAH30_25@@,OutputFile,NewAltInt[2|30]
@@NEWINTAH30_50@@,OutputFile,NewAltInt[3|30]
@@NEWINTAH30_75@@,OutputFile,NewAltInt[4|30]
@@NEWINTAH30_95@@,OutputFile,NewAltInt[5|30]
@@NEWINTAH30_MU@@,OutputFile,NewAltInt[6|30]
@@NEWINTAH30_VOL@@,OutputFile,NewAltInt[7|30]
@@OLDINTAHPERCENTILE@@,,
@@OLDINTAHHIST@@,,
@@NEWINTAHPERCENTILE@@,,
@@NEWINTAHHIST@@,,
@@OLDAUIP12@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//ProbabilityState2State1
@@OLDAUIP21@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//ProbabilityState2State1
@@OLDAUIMU1@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//MeanReturnState1
@@OLDAUISIGMA1@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//VolatilityState1
@@OLDAUIMU2@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//MeanReturnState2
@@OLDAUISIGMA2@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//ProbabilityState1State2
@@NEWAUIP12@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUIP21@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUIMU1@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//MeanReturnState1
@@NEWAUISIGMA1@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//VolatilityState1
@@NEWAUIMU2@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//MeanReturnState2
@@NEWAUISIGMA2@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//ProbabilityState1State2
@@OLDAUIY0@@,OldCalibFile,
@@OLDAUIYMU@@,OldCalibFile,
@@OLDAUIYALPHA@@,OldCalibFile,
@@OLDAUIYSIGMA@@,OldCalibFile,
@@NEWAUIY0@@,NewCalibFile,
@@NEWAUIYMU@@,NewCalibFile,
@@NEWAUIYALPHA@@,NewCalibFile,
@@NEWAUIYSIGMA@@,NewCalibFile,
@@OLDAUI1_5@@,OutputFile,OldAuInf[1|1]
@@OLDAUI1_25@@,OutputFile,OldAuInf[2|1]
@@OLDAUI1_50@@,OutputFile,OldAuInf[3|1]
@@OLDAUI1_75@@,OutputFile,OldAuInf[4|1]
@@OLDAUI1_95@@,OutputFile,OldAuInf[5|1]
@@OLDAUI1_MU@@,OutputFile,OldAuInf[6|1]
@@OLDAUI1_VOL@@,OutputFile,OldAuInf[7|1]
@@OLDAUI5_5@@,OutputFile,OldAuInf[1|5]
@@OLDAUI5_25@@,OutputFile,OldAuInf[2|5]
@@OLDAUI5_50@@,OutputFile,OldAuInf[3|5]
@@OLDAUI5_75@@,OutputFile,OldAuInf[4|5]
@@OLDAUI5_95@@,OutputFile,OldAuInf[5|5]
@@OLDAUI5_MU@@,OutputFile,OldAuInf[6|5]
@@OLDAUI5_VOL@@,OutputFile,OldAuInf[7|5]
@@OLDAUI10_5@@,OutputFile,OldAuInf[1|10]
@@OLDAUI10_25@@,OutputFile,OldAuInf[2|10]
@@OLDAUI10_50@@,OutputFile,OldAuInf[3|10]
@@OLDAUI10_75@@,OutputFile,OldAuInf[4|10]
@@OLDAUI10_95@@,OutputFile,OldAuInf[5|10]
@@OLDAUI10_MU@@,OutputFile,OldAuInf[6|10]
@@OLDAUI10_VOL@@,OutputFile,OldAuInf[7|10]
@@OLDAUI15_5@@,OutputFile,OldAuInf[1|15]
@@OLDAUI15_25@@,OutputFile,OldAuInf[2|15]
@@OLDAUI15_50@@,OutputFile,OldAuInf[3|15]
@@OLDAUI15_75@@,OutputFile,OldAuInf[4|15]
@@OLDAUI15_95@@,OutputFile,OldAuInf[5|15]
@@OLDAUI15_MU@@,OutputFile,OldAuInf[6|15]
@@OLDAUI15_VOL@@,OutputFile,OldAuInf[7|15]
@@OLDAUI25_5@@,OutputFile,OldAuInf[1|25]
@@OLDAUI25_25@@,OutputFile,OldAuInf[2|25]
@@OLDAUI25_50@@,OutputFile,OldAuInf[3|25]
